id,location,event_type,feature,volume,resource_type,severity_type,fault_severity
7301,location 846,event_type 15,feature 82,4,resource_type 8,severity_type 2,1
2105,location 234,event_type 35,feature 307,1,resource_type 2,severity_type 2,0
1954,location 418,event_type 35,feature 301,5,resource_type 2,severity_type 4,0
7699,location 875,event_type 11,feature 202,2,resource_type 8,severity_type 2,0
15680,location 821,event_type 15,feature 71,1,resource_type 8,severity_type 1,1
16960,location 490,event_type 34,feature 235,7,resource_type 2,severity_type 2,0
2476,location 107,event_type 35,feature 313,1,resource_type 2,severity_type 2,0
4646,location 126,event_type 34,feature 313,8,resource_type 2,severity_type 2,0
4826,location 122,event_type 34,feature 313,5,resource_type 2,severity_type 2,0
14595,location 1,event_type 15,feature 201,1,resource_type 8,severity_type 2,1
12970,location 618,event_type 14,feature 54,2,resource_type 4,severity_type 2,1
9353,location 95,event_type 34,feature 309,1,resource_type 2,severity_type 2,0
17222,location 491,event_type 35,feature 235,3,resource_type 2,severity_type 2,0
10057,location 500,event_type 34,feature 235,1,resource_type 2,severity_type 2,0
12864,location 921,event_type 11,feature 203,10,resource_type 8,severity_type 1,2
16999,location 878,event_type 11,feature 73,2,resource_type 8,severity_type 1,0
2692,location 444,event_type 34,feature 313,2,resource_type 2,severity_type 2,0
14976,location 963,event_type 11,feature 195,41,resource_type 8,severity_type 1,0
6847,location 240,event_type 35,feature 232,4,resource_type 2,severity_type 2,1
15784,location 599,event_type 15,feature 82,14,resource_type 8,severity_type 2,0
8439,location 303,event_type 21,feature 301,1,resource_type 2,severity_type 1,1
7067,location 684,event_type 15,feature 82,40,resource_type 8,severity_type 2,0
18113,location 155,event_type 34,feature 232,1,resource_type 2,severity_type 2,1
17415,location 717,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
12978,location 1010,event_type 11,feature 73,9,resource_type 8,severity_type 1,0
5459,location 878,event_type 11,feature 195,1,resource_type 8,severity_type 1,0
10742,location 991,event_type 11,feature 206,1,resource_type 8,severity_type 1,1
497,location 253,event_type 34,feature 307,3,resource_type 2,severity_type 2,0
6646,location 1058,event_type 11,feature 54,2,resource_type 8,severity_type 2,0
12958,location 1042,event_type 15,feature 203,8,resource_type 8,severity_type 1,0
5394,location 35,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
12610,location 648,event_type 23,feature 223,1,resource_type 7,severity_type 1,1
5926,location 465,event_type 21,feature 220,1,resource_type 2,severity_type 1,0
9713,location 499,event_type 34,feature 233,71,resource_type 2,severity_type 2,0
7364,location 597,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
5311,location 836,event_type 11,feature 73,3,resource_type 8,severity_type 1,0
13337,location 101,event_type 35,feature 228,2,resource_type 2,severity_type 2,0
11149,location 476,event_type 35,feature 232,1,resource_type 2,severity_type 2,0
6938,location 864,event_type 24,feature 239,3,resource_type 2,severity_type 1,1
14109,location 808,event_type 11,feature 71,1,resource_type 8,severity_type 1,0
16926,location 91,event_type 34,feature 307,1,resource_type 2,severity_type 2,0
5219,location 157,event_type 35,feature 312,19,resource_type 2,severity_type 2,0
14939,location 845,event_type 15,feature 82,6,resource_type 8,severity_type 2,1
6492,location 695,event_type 11,feature 195,3,resource_type 8,severity_type 1,0
4107,location 707,event_type 15,feature 349,1,resource_type 8,severity_type 2,0
506,location 756,event_type 11,feature 54,13,resource_type 8,severity_type 1,0
2435,location 738,event_type 11,feature 198,1,resource_type 8,severity_type 1,1
12376,location 734,event_type 15,feature 56,2,resource_type 1,severity_type 2,1
135,location 878,event_type 11,feature 195,6,resource_type 8,severity_type 1,0
9605,location 244,event_type 34,feature 312,26,resource_type 2,severity_type 2,0
13872,location 1084,event_type 32,feature 54,1,resource_type 8,severity_type 2,0
15057,location 1008,event_type 15,feature 82,40,resource_type 8,severity_type 2,0
11020,location 661,event_type 11,feature 54,1,resource_type 6,severity_type 1,1
3536,location 1063,event_type 11,feature 109,1,resource_type 8,severity_type 1,0
14249,location 821,event_type 11,feature 82,101,resource_type 8,severity_type 1,2
3979,location 95,event_type 35,feature 228,1,resource_type 2,severity_type 2,0
8293,location 407,event_type 35,feature 312,1,resource_type 2,severity_type 4,0
2987,location 126,event_type 34,feature 312,38,resource_type 2,severity_type 2,0
2361,location 821,event_type 15,feature 80,1,resource_type 8,severity_type 1,2
11595,location 984,event_type 20,feature 54,40,resource_type 7,severity_type 1,2
15473,location 641,event_type 42,feature 291,60,resource_type 2,severity_type 1,0
8927,location 468,event_type 35,feature 312,35,resource_type 2,severity_type 2,0
7128,location 1052,event_type 15,feature 201,11,resource_type 8,severity_type 1,1
5580,location 644,event_type 47,feature 285,9,resource_type 2,severity_type 1,0
2302,location 644,event_type 46,feature 369,1,resource_type 2,severity_type 1,0
3332,location 468,event_type 34,feature 232,8,resource_type 2,severity_type 2,0
15011,location 826,event_type 11,feature 54,1,resource_type 8,severity_type 1,1
3262,location 763,event_type 15,feature 71,2,resource_type 8,severity_type 1,0
8459,location 1107,event_type 11,feature 82,108,resource_type 8,severity_type 1,0
3303,location 794,event_type 14,feature 306,1,resource_type 7,severity_type 1,0
7207,location 124,event_type 34,feature 313,7,resource_type 2,severity_type 2,0
2560,location 478,event_type 35,feature 229,17,resource_type 2,severity_type 2,0
5935,location 504,event_type 35,feature 232,5,resource_type 2,severity_type 2,0
17817,location 116,event_type 20,feature 232,2,resource_type 2,severity_type 1,0
6081,location 704,event_type 11,feature 196,1,resource_type 8,severity_type 1,0
1244,location 276,event_type 35,feature 307,1,resource_type 2,severity_type 2,1
784,location 445,event_type 35,feature 312,11,resource_type 2,severity_type 2,0
5703,location 846,event_type 11,feature 203,10,resource_type 8,severity_type 1,2
4848,location 1,event_type 11,feature 56,3,resource_type 8,severity_type 1,0
5634,location 1075,event_type 15,feature 82,6,resource_type 8,severity_type 2,1
16696,location 793,event_type 11,feature 109,1,resource_type 8,severity_type 1,0
12619,location 326,event_type 35,feature 301,1,resource_type 2,severity_type 4,0
15671,location 252,event_type 35,feature 232,1,resource_type 2,severity_type 2,1
12676,location 519,event_type 34,feature 232,1,resource_type 2,severity_type 2,0
18093,location 1083,event_type 11,feature 170,1,resource_type 8,severity_type 1,1
11855,location 972,event_type 11,feature 87,1,resource_type 7,severity_type 2,1
1456,location 1048,event_type 11,feature 54,636,resource_type 8,severity_type 1,0
17460,location 1100,event_type 15,feature 201,1,resource_type 8,severity_type 1,1
12099,location 957,event_type 54,feature 55,2,resource_type 8,severity_type 1,0
274,location 244,event_type 34,feature 312,45,resource_type 2,severity_type 2,0
105,location 376,event_type 34,feature 232,1,resource_type 2,severity_type 2,1
13301,location 1046,event_type 18,feature 244,1,resource_type 8,severity_type 1,0
12782,location 821,event_type 15,feature 71,2,resource_type 8,severity_type 2,2
8928,location 324,event_type 34,feature 227,1,resource_type 2,severity_type 2,0
11604,location 847,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
16445,location 709,event_type 11,feature 73,1,resource_type 8,severity_type 1,0
16694,location 810,event_type 11,feature 203,4,resource_type 8,severity_type 1,1
646,location 484,event_type 35,feature 310,1,resource_type 2,severity_type 2,0
11171,location 894,event_type 42,feature 375,5,resource_type 2,severity_type 1,0
18228,location 684,event_type 15,feature 71,1,resource_type 8,severity_type 1,2
1104,location 760,event_type 2,feature 26,1,resource_type 8,severity_type 1,1
16966,location 230,event_type 34,feature 211,1,resource_type 8,severity_type 2,0
16874,location 1099,event_type 11,feature 81,18,resource_type 8,severity_type 1,0
18127,location 943,event_type 11,feature 170,1,resource_type 8,severity_type 1,1
1205,location 242,event_type 34,feature 314,68,resource_type 2,severity_type 2,0
3172,location 122,event_type 35,feature 235,2,resource_type 2,severity_type 2,0
18535,location 133,event_type 34,feature 315,1,resource_type 2,severity_type 2,0
8729,location 734,event_type 15,feature 203,2,resource_type 8,severity_type 1,1
3384,location 9,event_type 11,feature 108,1,resource_type 8,severity_type 1,0
7640,location 998,event_type 11,feature 62,1,resource_type 8,severity_type 1,0
7007,location 1049,event_type 11,feature 73,1,resource_type 8,severity_type 1,0
11469,location 229,event_type 34,feature 301,2,resource_type 2,severity_type 1,0
16837,location 1065,event_type 11,feature 201,1,resource_type 8,severity_type 1,1
17237,location 878,event_type 11,feature 73,1,resource_type 8,severity_type 1,0
19,location 644,event_type 42,feature 368,3,resource_type 2,severity_type 1,1
14290,location 249,event_type 35,feature 134,1,resource_type 2,severity_type 1,0
6761,location 321,event_type 35,feature 301,2,resource_type 2,severity_type 1,0
15850,location 100,event_type 34,feature 232,13,resource_type 2,severity_type 2,0
16249,location 126,event_type 34,feature 233,7,resource_type 2,severity_type 2,0
11170,location 322,event_type 35,feature 312,1,resource_type 2,severity_type 4,0
9380,location 618,event_type 11,feature 170,1,resource_type 8,severity_type 1,1
1790,location 148,event_type 34,feature 227,1,resource_type 2,severity_type 2,0
14735,location 1075,event_type 15,feature 203,11,resource_type 8,severity_type 1,2
14241,location 57,event_type 11,feature 41,1,resource_type 8,severity_type 1,1
5689,location 91,event_type 35,feature 315,148,resource_type 2,severity_type 2,0
14799,location 462,event_type 11,feature 44,1,resource_type 8,severity_type 2,1
15037,location 790,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
17745,location 1008,event_type 15,feature 80,1,resource_type 8,severity_type 2,1
874,location 1100,event_type 15,feature 82,115,resource_type 8,severity_type 1,2
11724,location 707,event_type 15,feature 71,2,resource_type 8,severity_type 2,0
12109,location 662,event_type 11,feature 85,2,resource_type 2,severity_type 1,0
2589,location 679,event_type 11,feature 55,8,resource_type 8,severity_type 1,1
1619,location 533,event_type 27,feature 154,2,resource_type 9,severity_type 1,0
9224,location 658,event_type 11,feature 55,1,resource_type 8,severity_type 1,0
6197,location 1117,event_type 11,feature 68,1,resource_type 8,severity_type 2,0
6643,location 51,event_type 11,feature 205,1,resource_type 8,severity_type 1,1
14544,location 1125,event_type 20,feature 219,1,resource_type 2,severity_type 1,1
14337,location 1109,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
16159,location 135,event_type 34,feature 233,1,resource_type 2,severity_type 2,0
12623,location 297,event_type 35,feature 301,2,resource_type 2,severity_type 4,0
11193,location 897,event_type 44,feature 283,1,resource_type 2,severity_type 1,1
10700,location 498,event_type 34,feature 232,1,resource_type 2,severity_type 2,0
1264,location 808,event_type 15,feature 52,1,resource_type 2,severity_type 1,0
18386,location 526,event_type 35,feature 313,6,resource_type 2,severity_type 2,0
5364,location 504,event_type 34,feature 312,6,resource_type 2,severity_type 2,0
16123,location 603,event_type 11,feature 54,1,resource_type 8,severity_type 1,0
6111,location 599,event_type 15,feature 203,2,resource_type 8,severity_type 2,1
7607,location 810,event_type 15,feature 71,3,resource_type 8,severity_type 1,2
14830,location 619,event_type 11,feature 170,2,resource_type 8,severity_type 1,1
12961,location 1061,event_type 15,feature 80,9,resource_type 8,severity_type 1,2
16230,location 9,event_type 11,feature 71,4,resource_type 8,severity_type 1,0
8174,location 760,event_type 54,feature 170,3,resource_type 8,severity_type 1,1
15369,location 1052,event_type 15,feature 201,1,resource_type 8,severity_type 2,0
4558,location 122,event_type 34,feature 232,4,resource_type 2,severity_type 2,0
12259,location 707,event_type 15,feature 193,1,resource_type 8,severity_type 2,0
14532,location 805,event_type 11,feature 51,3,resource_type 8,severity_type 1,0
6004,location 124,event_type 35,feature 307,1,resource_type 2,severity_type 2,0
12646,location 380,event_type 34,feature 312,4,resource_type 2,severity_type 2,0
8685,location 159,event_type 35,feature 312,5,resource_type 2,severity_type 2,0
11183,location 477,event_type 11,feature 160,1,resource_type 8,severity_type 1,0
8953,location 108,event_type 35,feature 232,1,resource_type 2,severity_type 2,1
17491,location 691,event_type 23,feature 75,4,resource_type 7,severity_type 2,0
13130,location 496,event_type 35,feature 227,1,resource_type 2,severity_type 2,0
14740,location 814,event_type 11,feature 70,5,resource_type 8,severity_type 2,0
532,location 1090,event_type 11,feature 195,1,resource_type 8,severity_type 1,0
13907,location 765,event_type 11,feature 195,1,resource_type 8,severity_type 2,1
